chamber,total_DW_g,total_AFDW_g,rock_SA_m2,NEP_mg_d,ER_mg_d,GPP_mg_d,treatment,temp_C,GPP_mgO2_d_gAFDW,NEP_mgO2_d_gAFDW,ER_mgO2_d_gAFDW,GPP_mgO2_d_m2,NEP_mgO2_d_m2,ER_mgO2_d_m2,nutrient_trt,nutrients
14,1.476956667,0.581711905,0.015764334,63.62216877952614,11.37717425019609,74.99934302972223,15C,15,128.9286713664941,109.37058057893131,19.55809078756277,4757.533241158315,4035.8297901786486,721.7034509796664,ambient,0
15,1.083897296,0.416918359,0.019206287,52.91386444541443,11.583239984397295,64.49710442981173,15C,15,154.6996025421172,126.91660921896325,27.782993323153935,3358.12457815567,2755.028311584349,603.0962665713209,ambient,0
16,0.653894286,0.350950857,0.0142442,35.37911680977995,7.24601001828283,42.62512682806278,15C,15,121.45611266611833,100.80931875251113,20.646793913607198,2992.4549520550668,2483.7559715378857,508.69898051718104,ambient,0
1,3.015693737,0.641249751,0.017884047,47.591066564421226,6.766351908794385,54.35741847321561,9C,9,84.76793696753515,74.21611702804579,10.551819939489356,3039.4361227755444,2661.0904435903813,378.3456791851635,enriched,1
2,2.589298034,0.702573861,0.020257477,31.50607198955247,6.980777495214979,38.48684948476745,6C,6,54.779791309041386,44.8437861674909,9.93600514155049,1899.8836570204398,1555.2811433305574,344.60251368988247,enriched,1
3,0.901397525,0.371898877,0.015412683,26.231431921362212,8.185573215566379,34.417005136928594,6C,6,92.54398780270743,70.53377556007574,22.010212242631695,2233.0314025746584,1701.9380675877271,531.0933349869312,enriched,1
4,2.248781515,0.663533276,0.011284353,80.29412170094943,14.566989306584105,94.86111100753354,15C,15,142.96360776265504,121.00993967475029,21.953668087904767,8406.428884982022,7115.527288179431,1290.9015968025906,enriched,1
5,1.769479658,0.562982361,0.015658137,34.1431289731829,7.451273134143754,41.59440210732665,6C,6,73.8822474534449,60.64688938483971,13.235358068605198,2656.4081095552206,2180.535843643653,475.8722659115676,enriched,1
6,0.594507873,0.208154964,0.012279827,33.146524915505296,7.68153422480885,40.828059140314146,12C,12,196.1426158461162,159.23965625679384,36.90295958932236,3324.8073560249786,2699.266440439698,625.5409155852806,enriched,1
7,1.500148765,0.510041213,0.01147827,32.526936910356824,6.596740374479923,39.123677284836745,9C,9,76.70689404629884,63.77315417128227,12.933739875016576,3408.4994763877085,2833.7839160741837,574.7155603135249,enriched,1
8,5.303335847,0.788944361,0.012531045,42.614125876663216,5.805856815750815,48.41998269241403,9C,9,61.373127290042234,54.01410794374537,7.359019346296861,3864.0019800754076,3400.684131025243,463.3178490501642,enriched,1
9,1.393463966,0.502658668,0.014508499,61.140752898839295,12.4744737753848,73.61522667422409,12C,12,146.4517203436032,121.63473305276672,24.81698729083649,5073.938156815815,4214.133584655401,859.8045721604144,enriched,1
10,2.418722695,0.797968933,0.015341495,88.27491710007776,15.49950943806655,103.77442653814431,15C,15,130.04820394197515,110.62450359840983,19.423700343565315,6764.29686534098,5753.997058310012,1010.2998070309673,enriched,1
11,1.647115923,0.478671152,0.012563514,19.046235211998916,6.157780621794284,25.2040158337932,6C,6,52.654135785047686,39.78981213390298,12.86432365114471,2006.1278901582155,1515.995860075367,490.1320300828482,enriched,1
12,1.197392932,0.621515152,0.011284878,30.36349861748215,6.0333951227712745,36.396893740253425,9C,9,58.561554972763446,48.853995787189035,9.707559185574409,3225.2802148373626,2690.6359658901188,534.6442489472438,enriched,1
13,4.086897779,0.745802846,0.017236225,79.51917568395753,13.76319263122185,93.28236831517938,15C,15,125.07644455298764,106.62224756910827,18.45419698387937,5411.995278268842,4613.49139292145,798.5038853473918,enriched,1
14,1.476956667,0.581711905,0.015764334,41.45283923685505,9.640548423046717,51.093387659901765,12C,12,87.83280386861219,71.26008403911734,16.572719829494837,3241.0749264702054,2629.5331751316007,611.541751338605,enriched,1
15,1.083897296,0.416918359,0.019206287,48.414025495184944,11.594881920781663,60.008907415966604,12C,12,143.93443253470784,116.12351543191444,27.81091710279341,3124.440836272342,2520.7384173309993,603.7024189413427,enriched,1
16,0.653894286,0.350950857,0.0142442,38.0862271385291,9.613009780962487,47.69923691949158,15C,15,135.91429104129978,108.52296376791323,27.391327273386562,3348.6778421737677,2673.805979874552,674.8718622992156,enriched,1
